Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%
Aaron Cresswell,ENG,DF,West Ham,34,824,0,0,3,0,0.2,1.3,6,36,4,0.0,0.0,0.03,0.15,0.0,0.0,0.0,23.8,504,82.6,9299,92.0,88.0,54.2,9,52,5,2,N/A,N/A,N/A,11,7,11,2,9,4,5,8,687,45,270,328,94,2,50.0,50.0,291,526,8,0,4,0,437,4,2,0,36,36,7,7,50.0
Aaron Ramsdale,ENG,GK,Southampton,26,2700,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,774,63.3,21949,99.5,96.5,37.5,0,36,1,0,2.2,67.6,10.0,0,0,3,3,0,0,0,2,1314,946,1286,32,0,0,N/A,N/A,786,2349,0,0,3,0,702,1,4,0,0,23,6,0,100.0
Aaron Wan-Bissaka,COD,DF,West Ham,26,3154,2,5,1,0,1.2,3.5,110,149,167,0.06,0.14,0.03,0.1,31.3,0.14,0.13,15.1,1472,81.1,20696,90.2,81.6,45.7,33,94,35,11,N/A,N/A,N/A,70,49,32,9,37,11,26,66,2256,147,682,969,637,48,52.5,35.2,1092,3661,65,15,35,22,1322,25,27,5,76,174,22,33,40.0
Abdoulaye Doucouré,MLI,MF,Everton,31,2564,3,2,5,1,4.1,2.4,42,82,96,0.11,0.07,0.15,0.09,29.0,0.32,0.1,14.0,725,80.3,10909,85.7,83.2,73.3,28,44,15,0,N/A,N/A,N/A,48,28,43,29,31,6,25,10,1161,32,225,538,413,65,53.3,46.7,604,1396,26,8,38,38,750,49,5,10,23,150,30,44,40.5
Abdukodir Khusanov,UZB,DF,Manchester City,20,503,0,0,1,0,0.0,0.1,1,25,2,0.0,0.0,0.0,0.02,0.0,0.0,0.0,23.9,360,91.1,6126,94.7,97.0,26.1,2,23,0,0,N/A,N/A,N/A,5,4,3,1,5,4,1,3,445,45,205,211,31,1,0.0,100.0,274,435,1,0,2,1,332,3,3,0,1,27,6,4,60.0
Abdul Fatawu Issahaku,GHA,FW,Leicester City,20,579,0,2,0,0,0.4,1.6,42,17,60,0.0,0.31,0.06,0.24,38.5,0.78,0.0,31.2,123,62.4,2150,72.8,76.3,48.5,6,7,7,2,N/A,N/A,N/A,21,15,19,8,7,0,7,4,326,19,73,114,157,26,42.0,40.6,217,1055,24,15,18,12,216,11,20,2,30,38,14,13,51.9
Adam Armstrong,ENG,"FW,MF",Southampton,27,1248,2,2,4,0,3.3,1.2,25,21,79,0.14,0.14,0.24,0.09,28.0,0.5,0.08,16.6,231,80.2,3320,87.3,85.3,46.2,9,10,8,2,N/A,N/A,N/A,12,3,14,11,6,1,5,3,377,11,44,143,192,49,42.9,57.1,235,599,13,6,11,18,286,12,5,9,14,23,5,9,35.7
Adam Lallana,ENG,MF,Southampton,36,361,0,2,4,0,0.2,0.9,6,24,10,0.0,0.5,0.04,0.23,0.0,0.0,0.0,18.1,221,85.0,2891,89.1,91.0,44.4,4,21,9,3,N/A,N/A,N/A,8,5,12,10,4,1,3,5,318,19,91,155,73,6,41.7,41.7,178,366,8,0,10,6,245,8,8,0,4,19,2,2,50.0
Adam Smith,ENG,DF,Bournemouth,33,1590,0,0,7,0,0.7,0.4,15,49,34,0.0,0.0,0.04,0.02,0.0,0.0,0.0,16.9,514,75.7,8452,88.7,79.6,36.0,8,49,10,5,N/A,N/A,N/A,24,12,27,13,13,5,8,15,825,41,240,394,197,8,37.5,43.8,366,711,18,1,13,7,403,19,12,0,33,50,14,15,48.3
Adam Webster,ENG,DF,Brighton,29,887,0,0,1,0,0.2,0.5,8,63,2,0.0,0.0,0.03,0.05,20.0,0.1,0.0,10.8,636,87.7,11765,94.2,94.1,54.6,3,64,2,0,N/A,N/A,N/A,10,6,14,8,16,9,7,20,824,119,389,399,43,15,33.3,66.7,476,1475,6,0,5,1,552,7,2,1,2,35,24,6,80.0
Adam Wharton,ENG,MF,Crystal Palace,20,1318,0,2,2,0,0.4,3.0,14,107,11,0.0,0.14,0.03,0.21,38.5,0.34,0.0,25.4,548,75.6,10271,82.5,80.1,65.4,26,78,18,5,N/A,N/A,N/A,34,14,44,27,11,2,9,20,872,30,204,463,212,11,20.0,80.0,430,1078,23,2,17,13,533,12,21,0,39,102,7,16,30.4
Adama Traoré,ESP,"FW,MF",Fulham,28,1772,2,7,3,0,4.0,4.9,100,68,161,0.1,0.36,0.2,0.25,30.8,0.61,0.05,14.2,424,72.2,6645,82.5,73.7,55.6,42,36,38,22,N/A,N/A,N/A,20,13,13,8,7,0,7,1,801,4,83,285,455,91,49.5,37.1,538,2486,45,33,37,25,607,24,32,1,100,87,25,26,49.0
Albert Grønbaek,DEN,"FW,MF",Southampton,23,143,0,0,0,0,0.1,0.0,1,1,3,0.0,0.0,0.07,0.01,0.0,0.0,0.0,22.4,13,72.2,135,81.8,50.0,N/A,1,2,0,0,N/A,N/A,N/A,4,1,10,7,1,1,0,0,38,2,9,14,15,2,0.0,100.0,18,15,0,1,5,4,21,0,1,0,1,6,2,0,100.0
Alejandro Garnacho,ARG,"MF,FW",Manchester Utd,20,2199,6,2,3,0,7.3,4.5,141,56,290,0.25,0.08,0.3,0.19,34.5,1.19,0.07,17.0,649,78.9,9138,88.4,82.1,59.6,37,22,25,5,N/A,N/A,N/A,30,18,37,25,19,0,19,13,1159,13,130,364,683,176,29.2,61.8,840,3245,72,67,64,48,888,12,43,10,56,108,3,24,11.1
Alex Iwobi,NGA,"FW,MF",Fulham,28,2981,9,6,1,0,4.7,7.0,144,213,246,0.27,0.18,0.14,0.21,42.6,0.88,0.13,18.3,1150,75.1,19530,86.7,78.0,53.3,59,115,86,19,N/A,N/A,N/A,44,25,34,12,26,1,25,14,1861,33,244,748,895,116,49.5,43.3,1312,4367,105,37,62,40,1447,19,18,5,126,140,7,31,18.4
Alex McCarthy,ENG,GK,Southampton,34,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,117,75.0,2823,95.3,91.8,49.2,0,5,0,0,2.6,70.3,0.0,0,0,0,0,0,0,0,0,173,141,173,0,0,0,N/A,N/A,100,276,0,0,0,0,88,0,1,0,0,4,2,0,100.0
Alex Palmer,ENG,GK,Ipswich Town,27,1170,0,0,2,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,299,70.7,8545,96.8,100.0,44.0,1,8,0,0,2.31,59.2,0.0,0,0,0,0,0,0,0,0,470,396,461,10,0,0,N/A,N/A,210,750,0,0,2,0,170,1,4,0,0,17,5,0,100.0
Alex Scott,ENG,MF,Bournemouth,20,755,0,0,3,0,0.7,0.9,15,52,33,0.0,0.0,0.09,0.11,40.0,0.72,0.0,21.1,286,83.6,4583,89.3,92.6,57.1,12,41,5,1,N/A,N/A,N/A,27,14,42,23,17,4,13,10,485,24,90,257,144,18,23.1,50.0,247,663,10,3,23,8,294,17,26,0,7,52,7,7,50.0
Alexander Isak,SWE,FW,Newcastle Utd,24,2756,23,6,1,0,20.3,4.3,83,88,217,0.75,0.2,0.66,0.14,43.2,1.34,0.2,14.5,519,75.3,7434,84.1,78.7,61.9,41,35,31,1,N/A,N/A,N/A,12,5,15,10,18,2,16,3,1025,20,57,386,596,189,46.2,51.6,615,1861,42,43,66,55,740,27,14,20,16,55,26,55,32.1
Alexis Mac Allister,ARG,MF,Liverpool,25,2599,5,5,6,0,2.8,4.7,36,177,80,0.17,0.17,0.1,0.16,34.2,0.45,0.13,18.1,1273,83.5,20344,90.3,88.4,55.6,45,122,35,2,N/A,N/A,N/A,95,58,104,49,61,6,55,22,1860,56,284,960,637,60,38.1,50.0,915,2018,43,5,31,22,1228,62,40,2,86,148,19,34,35.8
Ali Al Hamadi,IRQ,FW,Ipswich Town,22,134,0,0,3,0,0.4,0.1,4,3,14,0.0,0.0,0.24,0.05,0.0,0.0,0.0,15.7,25,83.3,278,87.0,71.4,N/A,2,0,0,0,N/A,N/A,N/A,1,0,2,2,0,0,0,0,53,2,6,20,30,9,57.1,42.9,29,111,3,4,7,4,36,8,3,1,0,4,5,9,35.7
Alisson,BRA,GK,Liverpool,31,2508,0,0,0,0,0.0,0.6,0,1,0,0.0,0.0,0.0,0.02,N/A,0.0,N/A,N/A,794,82.8,17555,98.7,98.4,47.4,1,12,0,0,1.04,72.0,32.1,1,0,1,1,0,0,0,0,1010,741,990,20,0,0,100.0,0.0,658,1586,0,0,1,0,618,0,2,0,0,47,7,0,100.0
Alphonse Areola,FRA,GK,West Ham,31,2260,0,0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,688,69.6,18224,99.4,95.4,41.9,0,11,0,0,1.63,64.3,20.0,2,2,3,1,0,0,0,0,1049,833,1038,12,0,0,N/A,N/A,601,1348,0,0,0,0,555,0,0,0,0,29,2,0,100.0
Altay Bayındır,TUR,GK,Manchester Utd,26,360,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,92,60.5,2444,100.0,94.5,32.1,0,1,0,0,2.5,41.2,25.0,0,0,1,1,0,0,0,0,168,145,166,2,0,0,N/A,N/A,110,196,0,0,0,0,103,0,1,0,0,3,1,1,50.0
Amad Diallo,CIV,"MF,FW",Manchester Utd,22,1901,8,6,5,0,4.7,4.9,109,60,200,0.38,0.28,0.22,0.23,36.2,0.8,0.17,17.5,795,83.8,11030,91.0,86.0,55.6,49,27,35,7,N/A,N/A,N/A,38,31,32,13,15,2,13,11,1207,16,175,443,607,131,46.6,48.9,782,2750,53,66,42,35,854,21,28,9,42,109,10,15,40.0
Amadou Onana,BEL,MF,Aston Villa,22,1617,3,0,4,0,2.1,0.7,29,75,16,0.17,0.0,0.12,0.04,35.3,0.33,0.18,14.7,703,87.7,11058,92.9,89.2,70.8,10,69,12,2,N/A,N/A,N/A,55,30,29,13,16,7,9,26,998,71,269,586,159,23,70.0,15.0,553,1577,25,1,11,9,671,32,30,0,2,72,32,21,60.4
Andreas Pereira,BRA,MF,Fulham,28,2013,2,4,7,0,3.8,4.6,29,104,81,0.09,0.18,0.17,0.21,21.1,0.36,0.05,21.8,670,69.1,12139,83.6,79.1,40.8,57,67,19,4,N/A,N/A,N/A,24,13,42,32,17,2,15,8,1148,22,169,466,531,46,46.7,26.7,578,1341,38,9,29,22,676,28,24,1,171,100,13,23,36.1
Andrew Robertson,SCO,DF,Liverpool,30,2482,0,1,3,1,1.2,4.6,64,176,108,0.0,0.04,0.04,0.17,13.3,0.07,0.0,14.9,1559,82.7,26310,94.3,86.3,46.4,40,150,31,17,N/A,N/A,N/A,39,22,51,20,10,4,6,21,2083,92,538,940,620,53,38.9,55.6,1107,2849,52,6,25,13,1398,11,8,3,147,105,7,14,33.3
André,BRA,MF,Wolves,23,2472,0,0,7,0,0.4,0.8,10,109,11,0.0,0.0,0.02,0.03,10.0,0.04,0.0,25.5,1247,92.9,19660,95.4,95.0,81.6,18,111,5,0,N/A,N/A,N/A,91,55,63,26,42,8,34,37,1623,89,439,1046,155,3,50.0,37.5,912,1688,17,0,30,21,1093,36,34,0,0,194,2,6,25.0
André Onana,CMR,GK,Manchester Utd,28,3060,0,0,0,0,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,948,72.6,22819,99.1,99.1,36.6,1,28,0,0,1.29,68.9,26.5,2,2,4,2,0,0,0,0,1371,1046,1350,22,0,0,100.0,0.0,961,2676,0,0,1,0,832,0,2,0,0,34,6,0,100.0
Andrés García,ESP,"DF,MF",Aston Villa,21,318,0,0,0,0,0.0,0.2,26,15,28,0.0,0.0,0.01,0.05,0.0,0.0,0.0,26.6,174,86.6,2725,92.7,90.2,53.8,3,9,8,5,N/A,N/A,N/A,9,5,8,4,2,0,2,2,256,8,38,108,112,2,27.8,66.7,159,673,13,2,10,6,168,1,0,0,18,15,0,6,0.0
Andy Irving,SCO,MF,West Ham,24,166,0,0,2,0,0.1,0.2,0,9,4,0.0,0.0,0.06,0.13,50.0,1.08,0.0,26.2,109,87.9,1705,95.3,83.7,100.0,1,14,1,1,N/A,N/A,N/A,7,4,5,4,5,1,4,1,150,7,37,89,24,0,100.0,0.0,73,137,1,0,1,3,104,6,1,0,2,10,1,1,50.0
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,22,2501,6,11,1,0,4.5,5.7,102,63,229,0.22,0.4,0.16,0.2,54.5,0.86,0.14,17.6,540,65.3,8021,82.2,64.7,35.1,50,32,26,8,N/A,N/A,N/A,19,14,17,12,11,1,10,6,1115,29,136,319,679,110,30.1,47.0,600,2544,45,48,79,43,764,9,47,18,185,89,24,37,39.3
Anthony Gordon,ENG,"FW,MF",Newcastle Utd,23,2434,6,5,2,0,8.0,5.0,121,98,214,0.22,0.18,0.3,0.18,28.1,0.59,0.09,17.0,720,73.3,11128,85.6,78.2,44.8,51,65,55,17,N/A,N/A,N/A,32,18,37,25,25,2,23,7,1267,16,125,475,687,128,36.9,45.6,818,3295,62,56,36,38,924,20,71,8,131,97,8,8,50.0
Antoine Semenyo,GHA,FW,Bournemouth,24,3203,11,5,9,0,10.0,5.8,140,109,282,0.31,0.14,0.28,0.16,32.0,1.12,0.09,17.0,821,73.4,11674,85.5,75.4,38.1,46,49,45,8,N/A,N/A,N/A,55,35,43,27,67,9,58,11,1653,46,206,573,909,191,51.1,42.2,979,3581,69,67,84,77,1140,73,37,15,59,158,66,76,46.5
Antonee Robinson,USA,DF,Fulham,26,3167,0,10,8,0,0.7,4.2,118,131,274,0.0,0.28,0.02,0.12,12.5,0.06,0.0,22.1,1595,76.8,27385,86.6,79.5,56.1,43,115,56,29,N/A,N/A,N/A,95,61,95,50,43,9,34,62,2523,139,828,942,788,70,45.8,41.0,1343,4230,61,30,44,20,1509,31,20,7,170,157,50,26,65.8
Antony,BRA,"DF,MF",Manchester Utd,24,141,0,0,0,0,1.0,0.1,5,6,7,0.0,0.0,0.65,0.08,50.0,1.91,0.0,15.8,56,81.2,688,88.2,64.3,100.0,3,1,5,2,N/A,N/A,N/A,6,3,5,3,2,0,2,2,101,2,22,26,54,8,36.4,54.5,60,182,6,1,5,1,69,2,5,0,5,11,0,1,0.0
Antonín Kinský,CZE,GK,Tottenham,21,540,0,0,0,0,0.0,0.1,1,1,0,0.0,0.0,0.0,0.01,N/A,0.0,N/A,N/A,167,77.0,3990,100.0,97.0,45.8,1,2,0,0,1.83,65.6,16.7,3,1,1,0,0,0,0,0,237,205,234,3,0,0,N/A,N/A,144,491,0,0,0,0,126,0,0,0,0,6,2,0,100.0
Archie Gray,ENG,"DF,MF",Tottenham,18,1751,0,0,1,0,0.0,0.1,7,40,17,0.0,0.0,0.0,0.01,100.0,0.05,0.0,24.6,1001,87.4,17440,92.0,92.0,57.3,3,43,0,0,N/A,N/A,N/A,16,8,17,10,22,11,11,19,1286,150,609,582,106,3,53.8,38.5,878,1678,5,0,12,11,941,17,11,0,17,69,11,11,50.0
Arijanet Muric,KVX,GK,Ipswich Town,25,1620,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,454,71.7,11705,100.0,97.3,40.6,0,14,0,0,1.83,70.0,5.6,0,0,2,2,0,0,0,0,689,559,672,18,0,0,N/A,N/A,405,1178,0,0,3,1,321,0,4,0,0,26,11,1,91.7
Armando Broja,ALB,FW,Everton,22,334,0,0,1,0,0.1,0.2,12,2,26,0.0,0.0,0.03,0.05,0.0,0.0,0.0,17.3,53,72.6,594,77.8,83.3,66.7,4,3,0,0,N/A,N/A,N/A,3,1,0,0,3,0,3,1,127,4,14,47,72,18,50.0,43.8,64,281,8,3,16,13,94,6,4,3,1,9,18,21,46.2
Armel Bella Kotchap,GER,DF,Southampton,22,331,0,0,0,0,0.3,0.0,0,5,0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,9.1,202,90.2,3829,98.5,96.7,55.2,0,6,0,0,N/A,N/A,N/A,7,5,6,3,2,2,0,5,263,33,147,115,3,1,0.0,100.0,186,326,0,0,1,0,192,3,2,0,0,19,6,5,54.5
Ashley Young,ENG,DF,Everton,39,1875,1,3,7,1,0.3,2.3,24,90,32,0.05,0.14,0.01,0.11,50.0,0.14,0.17,24.5,708,70.9,13051,88.7,76.2,43.0,26,78,25,14,N/A,N/A,N/A,58,33,57,22,14,4,10,25,1194,61,369,528,305,9,35.0,45.0,487,1378,26,1,11,1,618,30,22,0,75,75,10,11,47.6
Axel Disasi,FRA,DF,Chelsea,26,364,1,0,1,0,0.3,0.1,6,16,2,0.25,0.0,0.07,0.02,50.0,0.25,0.5,12.3,266,90.8,4218,94.4,92.9,69.2,2,20,2,0,N/A,N/A,N/A,7,4,11,5,4,1,3,2,323,17,110,175,40,2,100.0,0.0,196,519,3,0,1,3,242,2,0,0,0,15,5,2,71.4
Axel Tuanzebe,COD,DF,Ipswich Town,26,1710,0,1,5,1,0.2,0.3,10,61,15,0.0,0.05,0.01,0.02,0.0,0.0,0.0,15.7,682,83.8,10396,91.3,82.8,57.1,5,63,6,1,N/A,N/A,N/A,31,19,26,9,21,10,11,23,971,97,407,426,145,8,40.0,60.0,402,826,7,1,11,1,516,17,12,0,10,49,22,18,55.0
Ayden Heaven,ENG,DF,Manchester Utd,17,170,0,0,1,0,0.1,0.0,1,7,1,0.0,0.0,0.07,0.01,0.0,0.0,0.0,15.5,90,84.9,1542,89.7,91.1,42.9,1,4,0,0,N/A,N/A,N/A,4,3,2,0,2,2,0,4,136,30,68,60,10,2,50.0,50.0,95,259,1,0,3,1,93,4,4,0,0,11,2,3,40.0
Bart Verbruggen,NED,GK,Brighton,21,3240,0,1,5,0,0.0,0.0,0,2,0,0.0,0.03,0.0,0.0,N/A,0.0,N/A,N/A,1011,76.9,23986,99.3,98.3,45.8,1,20,1,0,1.61,65.7,19.4,0,0,3,3,1,0,1,0,1406,1109,1392,14,0,0,100.0,0.0,955,1804,1,1,2,0,909,0,2,0,0,59,10,1,90.9
Ben Brereton,CHI,FW,Southampton,25,449,0,0,1,0,0.9,0.1,12,9,42,0.0,0.0,0.18,0.02,9.1,0.2,0.0,17.3,128,77.1,1836,87.4,67.9,63.6,3,9,2,1,N/A,N/A,N/A,3,2,9,8,2,1,1,0,206,4,19,76,112,20,25.0,50.0,136,394,13,4,9,4,171,4,8,1,5,16,9,7,56.3
Ben Chilwell,ENG,DF,Crystal Palace,27,259,1,0,1,0,0.2,0.8,5,8,15,0.35,0.0,0.08,0.26,60.0,1.04,0.2,25.4,92,73.6,1512,87.3,80.0,33.3,5,7,3,0,N/A,N/A,N/A,7,6,5,4,6,2,4,6,175,10,63,76,42,3,33.3,50.0,68,243,2,1,4,2,68,2,3,2,7,20,3,4,42.9
Ben Davies,WAL,DF,Tottenham,31,1331,0,0,5,0,0.3,0.2,14,52,6,0.0,0.0,0.02,0.01,20.0,0.07,0.0,17.0,896,87.6,16735,90.1,94.5,62.1,2,47,2,0,N/A,N/A,N/A,17,11,17,8,28,19,9,12,1186,215,643,495,48,13,100.0,0.0,664,1824,10,0,5,0,781,17,7,0,4,41,52,44,54.2
Ben Godfrey,ENG,DF,Ipswich Town,26,159,0,0,1,0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,47,82.5,657,90.9,88.9,N/A,0,5,1,0,N/A,N/A,N/A,1,0,1,0,1,1,0,2,68,6,26,33,9,1,N/A,N/A,33,79,2,0,2,1,42,1,0,0,0,2,3,0,100.0
Ben Johnson,ENG,"DF,FW",Ipswich Town,24,1354,1,2,5,1,1.1,1.3,16,27,33,0.07,0.13,0.07,0.09,42.9,0.2,0.14,12.6,298,71.6,4835,86.3,74.8,49.0,12,22,3,2,N/A,N/A,N/A,38,22,41,21,22,5,17,13,626,60,246,220,163,12,33.3,58.3,259,585,12,3,23,17,292,27,6,1,37,57,19,18,51.4
Ben Mee,ENG,DF,Brentford,34,183,0,0,2,0,0.0,0.0,3,11,2,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,93,77.5,1751,89.5,85.0,40.0,0,10,0,0,N/A,N/A,N/A,2,2,1,0,3,3,0,4,138,18,66,62,11,3,N/A,N/A,78,274,1,1,0,0,86,5,0,0,0,11,5,5,50.0
Ben White,ENG,DF,Arsenal,26,1198,0,2,2,0,0.5,1.4,23,59,42,0.0,0.15,0.03,0.1,22.2,0.15,0.0,19.4,580,83.8,9173,91.7,84.8,48.0,10,55,11,2,N/A,N/A,N/A,20,14,38,22,10,8,2,16,813,55,214,367,238,28,0.0,83.3,394,953,16,4,10,6,494,10,5,1,17,37,18,9,66.7
Benoît Badiashile,FRA,DF,Chelsea,23,334,0,0,0,0,0.0,0.0,3,17,2,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,273,89.8,4820,93.3,93.8,65.6,0,37,1,0,N/A,N/A,N/A,9,6,5,1,2,2,0,6,336,31,138,186,13,0,0.0,100.0,177,340,5,0,1,0,247,6,2,0,0,18,8,2,80.0
Bernardo Silva,POR,"MF,FW",Manchester City,29,2670,4,4,7,0,3.9,5.1,101,134,200,0.13,0.13,0.13,0.17,34.4,0.37,0.13,12.4,1547,86.8,23646,92.4,87.4,66.1,53,87,40,7,N/A,N/A,N/A,56,37,56,31,36,7,29,23,2054,50,355,843,876,141,45.9,42.6,1288,4045,65,32,25,34,1518,27,32,3,60,107,5,10,33.3
Bernd Leno,GER,GK,Fulham,32,3420,0,1,5,0,0.0,0.1,0,0,0,0.0,0.03,0.0,0.0,N/A,0.0,N/A,N/A,1149,81.8,28206,99.6,98.8,48.2,2,16,2,0,1.42,67.9,13.2,2,2,2,0,1,0,1,0,1479,1190,1466,13,0,0,N/A,N/A,955,2233,0,0,0,0,862,0,4,0,0,50,9,1,90.0
Beto,GNB,FW,Everton,26,1534,8,0,2,0,8.2,1.2,15,16,77,0.47,0.0,0.48,0.07,46.9,1.35,0.16,13.1,156,58.2,2060,67.2,53.0,77.8,12,7,8,1,N/A,N/A,N/A,14,6,8,3,12,2,10,4,520,29,51,233,242,86,50.0,44.7,267,478,12,9,71,37,378,33,23,16,4,40,99,105,48.5
Bilal El Khannouss,MAR,"MF,FW",Leicester City,20,2182,2,3,4,0,1.3,4.6,73,128,89,0.08,0.12,0.05,0.19,23.3,0.29,0.07,22.0,798,75.1,14413,85.7,80.3,59.4,42,89,31,6,N/A,N/A,N/A,50,30,32,15,22,4,18,6,1268,18,183,655,445,35,56.7,38.3,732,2038,45,12,38,38,851,30,13,1,89,92,19,24,44.2
Billy Gilmour,SCO,MF,Brighton,23,98,0,0,0,0,0.1,0.0,2,11,2,0.0,0.0,0.07,0.0,0.0,0.0,0.0,25.5,58,86.6,980,94.7,81.8,57.1,0,12,2,0,N/A,N/A,N/A,3,3,4,1,1,0,1,0,73,2,14,46,13,0,50.0,50.0,44,117,0,0,0,0,58,2,3,0,1,5,0,0,N/A
Bobby De Cordova-Reid,JAM,FW,Leicester City,31,744,1,2,2,0,0.8,1.2,14,15,48,0.12,0.24,0.1,0.15,42.9,0.36,0.14,25.1,145,70.4,1883,81.5,73.6,33.3,6,9,5,0,N/A,N/A,N/A,9,4,14,10,6,1,5,0,272,15,49,114,109,16,0.0,80.0,174,389,5,6,11,10,188,9,9,4,15,29,6,14,30.0
Boubacar Kamara,FRA,MF,Aston Villa,24,1726,1,0,2,0,0.8,0.9,19,85,7,0.05,0.0,0.04,0.05,30.0,0.16,0.1,19.6,825,88.6,13054,92.7,91.5,54.8,11,91,10,0,N/A,N/A,N/A,50,21,56,27,19,7,12,19,1113,95,344,637,141,12,33.3,33.3,591,1370,13,2,12,17,754,30,35,0,1,87,21,26,44.7
Boubakary Soumaré,FRA,MF,Leicester City,25,2171,0,0,8,0,0.3,0.4,34,105,23,0.0,0.0,0.01,0.02,0.0,0.0,0.0,23.4,1073,87.0,16191,91.9,87.9,70.0,11,95,16,3,N/A,N/A,N/A,37,20,33,12,22,10,12,27,1441,73,386,903,166,18,60.0,31.1,847,2011,19,4,24,22,1013,24,23,0,10,140,21,11,65.6
Brajan Gruda,GER,"MF,FW",Brighton,20,687,1,4,0,0,1.2,2.1,22,26,57,0.13,0.52,0.16,0.28,45.5,0.66,0.09,16.9,187,74.5,2759,84.4,73.0,50.0,23,12,12,1,N/A,N/A,N/A,16,8,14,7,8,0,8,2,344,4,38,120,192,46,43.3,40.0,202,662,19,13,14,21,222,7,12,1,29,26,3,5,37.5
Brennan Johnson,WAL,FW,Tottenham,23,2177,11,3,5,0,10.4,2.3,60,71,197,0.45,0.12,0.43,0.09,37.0,0.83,0.2,11.4,449,70.4,5932,80.4,75.4,32.4,19,25,35,6,N/A,N/A,N/A,39,26,34,18,25,3,22,4,853,18,98,292,475,125,43.2,50.0,544,1460,23,35,26,17,626,27,26,12,53,63,7,20,25.9
Bruno Fernandes,POR,MF,Manchester Utd,29,3018,8,10,5,2,9.9,8.5,77,325,129,0.24,0.3,0.3,0.25,28.0,0.78,0.05,22.6,1707,76.1,30541,87.3,81.8,55.1,91,214,85,11,N/A,N/A,N/A,84,50,85,51,35,6,29,26,2649,62,428,1263,983,80,41.8,49.3,1542,3866,65,14,43,43,1853,32,40,2,186,213,22,28,44.0
Bruno Guimarães,BRA,MF,Newcastle Utd,26,3271,5,6,7,0,4.3,6.1,64,271,96,0.14,0.17,0.12,0.17,28.9,0.36,0.11,16.4,1481,82.4,24436,90.9,86.7,58.7,52,180,77,6,N/A,N/A,N/A,83,47,69,36,36,10,26,29,2213,83,445,1131,662,85,43.6,34.6,1400,3483,46,15,56,76,1652,65,108,2,28,188,18,19,48.6
Bryan Mbeumo,CMR,FW,Brentford,24,3414,20,7,3,0,12.3,8.3,130,141,351,0.53,0.18,0.32,0.22,43.0,0.9,0.19,17.9,872,66.1,13902,79.1,71.0,37.2,70,63,59,19,N/A,N/A,N/A,49,31,35,14,26,3,23,14,1781,62,246,567,998,168,46.8,42.3,1077,3519,69,75,106,47,1204,25,44,11,202,156,34,74,31.5
Bukayo Saka,ENG,"FW,MF",Arsenal,22,1729,6,10,3,0,6.8,7.6,96,70,255,0.31,0.52,0.36,0.4,33.3,1.15,0.08,15.6,552,75.5,8408,90.0,72.0,48.9,58,15,38,12,N/A,N/A,N/A,29,15,24,11,22,0,22,3,979,6,57,216,715,162,45.6,41.1,628,2460,32,51,34,40,711,15,39,7,117,70,10,20,33.3
